web-scraper-order,web-scraper-start-url,title_raw,address_raw,price_raw,description_raw
"1678953530-710","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Kinder Velo 12 Zoll mit Stützräder blau","St. Gallen, 8646, 01.03.2023","55.-","Unsere Kinder Velos Fahrräder dürfen weiterziehen

Es sind 2 Stück vorhanden von unseren Zwillingen. 

12 Zoll
blau
Marke Kolibri

Stück 55 chf

Im Set 100 chf

Top Zustand

Besichtigung und Abholung 8646 Wagen bei Jona 

Kein Versand möglich."
"1678953530-711","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Verschiedene Schaltwerke (Wechsler) und Umwerfer. Shimano","Aargau, 5210, 01.03.2023","5.-","Termin schriftlich mit mir vereinbaren, erst dann schicke ich die Abholadresse.

Versand kostet 8.- .

Habe viele verschiede Wechsler (Hinten) und Umwerfer (Vorne).

Preis pro Stück 5.- .

Auch paarweise vorhanden.

Sehr viele sind von Shimano.

Habe viel mehr als auf den Fotos zu sehen ist.

Habe viele Velos, Mofas und Ersatzteile zu verkaufen."
"1678953530-712","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Zubehör zu Figuren, Mst. 1:45 (Spur 0)","Basel-Landschaft, 4123, 28.02.2023","40.-","Teilweise von Preiser oder Bush
Tisch mit vier Stühlen
3 Badende
5 Pflanzen
2 Velos (Damen und Herrenfahrrad)
2 weitere Stühle
1x Schubkarren
Hund und Hecken oder speziellen Wert
Zum Abholen oder bei Versand zzgl. 10.- / Bezahlung mit Twint"
"1678953530-713","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Fusspumpe","St. Gallen, 9403, 28.02.2023","25.-","Fusspumpe mit Doppelzylinder

für Velos, aufblasbare Schwimmtiere etc.

es kann mit TWINT bezahlt werden
wird gegen Porto 7.- Fr. verschickt"
"1678953530-714","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","FollowMe Kinderrad Adapter Hohlachse M6","Aargau, 5616, 28.02.2023","10.-","Neu und ungebraucht - wurde als Ersatzteil gekauft

FollowMe Kinderrad-Achsverlängerungmutter für Kinder-Vorderrad mit Hohlachsen-Innengewinde M6

Passend für Velos von EarlyRider, Woom, Kokua, Islabike

Wird am Vorderrad des Kindervelos benötigt, um in ein FollowMe eingeklinkt zu werden."
"1678953530-715","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Fahrradständer aus Holz","St. Gallen, 9500, 28.02.2023","Gratis","Der Fahrradständer habe ich selber gebaut. Man kann ca. 7-8 Räder reinstellen. Da er aus Holz ist, kann dieser selber so eingestellt werden, damit jedes Rad da reinpasst. 
(Die abgebildeten Velos sind nicht dabei - nur der Holzständer)
Muss abgeholt werden."
"1678953530-716","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Veloträger (2 Velos)","Zug, 6314, 28.02.2023","150.-","Veloträger für 2 Velos

guter und gepflegter Zustand, funktionsfähig. 

bitte vor Ort abholen"
"1678953530-717","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Exklusive Wohnung im schönsten Dorf der Schweiz","Bern, 3653, 28.02.2023, auf homegate.ch","2'555'000.-","Die Verkaufsdokumentation finden Sie auf unserer Webseite aussergewöhnliche Lage erforderte eine spezielle Lösung, weshalb die Gemeinde Oberhofen für das Projekt einen Architekturwettbewerb vorsah. Das Sieger-Projekt der Aebi & Vincent Architekten SIA AG fügt sich elegant in die Umgebung ein und begeistert mit seiner schlichten, eleganten Architektur. 

Die hier zum Verkauf angebotene Wohnung erstreckt sich über eine Wohnfläche von 167.4 m² und über Terrassen von insgesamt 92.5 m². Vom Wohnbereich gelangt man westlich auf eine gedeckte, mit Glasschiebewänden geschützte Terrasse mit weitem Blick über den Hafen und den Rebberg. Das schlichte, formschöne Tunnel-Chemineé ist vom Wohnzimmer sowie von der Gartenhalle aus zugänglich und nutzbar. Südseitig vor dem Wohnzimmer liegt die ungedeckte Hauptterrasse mit ihrem unverbaubaren Panoramablick auf den See und die Berner Alpen. Diese Terrasse ist von sämtlichen Zimmern aus direkt zugänglich. 

Die Wohnung wird mittels Lift oder Treppen über eine Passerelle erreicht. Ein grosses, helles Entreé führt zur Küche und in den Wohnraum, oder über einen Korridor direkt zu den Schlafzimmern. Das Hauptschlafzimmer verfügt über eine Ankleide sowie ein wunderschön gestaltetes Badezimmer mit Dusche, Badewanne, Doppellavabo und WC. Das Gäste-WC beherbergt hinter einer Schrankwand den Wäscheturm. Der Anschluss für eine zusätzliche Dusche ist vorhanden. Die Schreinerküche ist hochwertig und mit den heute üblichen Geräten erstklassiger Hersteller ausgerüstet.

Viele Einbauschränke im Korridor- und Küchenbereich schaffen Ordnung. Zur Wohnung gehört ferner ein Kellerraum von 9 m2.

Zwei Besonderheiten dieses Angebots möchten wir speziell erwähnen:
- Mit dem Kauf dieser Wohnung werden Sie auch Besitzer einer nicht alltäglichen Garage für insgesamt 4 Autos mit zusätzlicher Fläche für Motorräder oder Velos (zzgl. Fr. 80'000). Zwei der vier Plätze im hinteren Bereich sind mittels zwei automatischen Rolltoren zu einer edel ausgebauten, kleinen Einstellhalle für Ihre speziellen Fahrzeuge oder andere Geräte ausgebaut.

- Im Weiteren werden Sie Miteigentümer einer schön ausgebaut und komplett möblierten Gästewohnung, die Sie für Ihre Gäste mitbenutzen können."
"1678953530-718","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","*Gratis Versand* Das REVIDIERTE SCHWEIZERVELO !Wunderschön!","Bern, 3814, 28.02.2023","329.-","Klassisches Schweizer Qualitätsvelo in sehr schönem Zustand und vom Fachmann revidiert.

Marke : Mondia (Mondia Velofabrik, Balsthal)
Modell : Lady
28 Zoll
Rahmengrösse : 46cm

Dieses Fahrrad wurde (im Gegensatz zu fast allen neuen Velos heute) in der Schweiz mit Qualitätskomponenten hergestellt:

Stahlrahmen aus Schweizer Produktion
Komfortlenker mit Original Griffen
Shimano Nexus Bremsen
Sturmey-Archer 3-Gang Nabenschaltung (die beste 3-Gang Nabenschaltung, die es je gegeben hat!)
Weinmann Chromstahlschutzblechen (nicht Plastik!)
Pletscher Gepäckträger und Seitenständer
Solida Kurbeln mit Original Pedalen
Funktionierende Original Beleuchtung über Union Dynamo
Glocke
Original Sattel
Hinterradreifen ist NEU (Vorderradreifen in sehr gutem Zustand)

Das Velo wurde fachmännisch revidiert und gereinigt und der Vollservice durchgeführt. Es ist, trotz Gebrauchsspuren, die dem Alter entsprechen (ca. 40 jährig!), in sehr gutem Zustand und voll funktionstüchtig.

Darauf sitzen und losfahren...

Ein Original Schweizer Qualitätsvelo fahren !

Besichtigung und Probefahrt möglich - bitte Termin vereinbaren.

Schauen Sie sich alle meine anderen Veloangebote auch an! Mit über 50 Velos im Angebot, finden Sie sicher das richtige für Sie !!

Abzuholen in 3814 Gsteigwiler (in der Nähe von Interlaken). Oder  Gratis Versand per Bahn:
Abholung durch Käufer (Barzahlung) oder, gegen Vorauszahlung des Kaufbetrags, an jeden bedienten Bahnhof mit Gepäckschalter in der Schweiz lieferbar.

Der Verkauf erfolgt unter Ausschluss jeglicher Gewährleistung, Garantie und Rücknahme, da Privatverkauf."
"1678953530-719","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","MEHRGENERATIONENHAUS","Thurgau, 8280, 28.02.2023, auf homegate.ch","Auf Anfrage","Ruhig Wohnen und dennoch schnell im Zentrum Das hübsche Mehrgenerationenhaus befindet sich im beliebten Wolfackerquartier in Kreuzlingen. Hier leben Sie ruhig, im Grünen und sind dennoch in Kürze im Zentrum. Am Haus wurden in den letzten Jahren immer wieder Renovationen durchgeführt, es wäre sofort bezugsbereit.
Besonders schön ist der idyllische, grosse Garten mit schönem Nussbaum und mehreren Sitzmöglichkeiten. Der Garten befindet sich hinter dem Haus und im Süden kreuzt der kleine Grenzbach das 1'419 m² grosse Grundstück. Ideal für Kinder und Naturliebhaber!
Das Objekt kann als zwei oder drei Parteienhaus genutzt werden. 
Eine Renovation und Neuerschliessung von einer weiteren Küche und Bäder kann im Innenraum vorgenommen werden.
Ein praktischer Schopf kann flexibel genutzt werden: Hier finden Spielgeräte, Velos und Gartengeräte Platz. Auch die Kellerräume bieten jede Menge Stauraum. Zusätzlich kann der Estrich noch ausgebaut werden; das Dachgeschoss umfasst ca. 80/90 m².

Eckdaten:
Baujahr 1911
Wohnfläche ca. 210 m² netto
Keller ca. 100 m² netto
Dachgeschoss ca. 80-90 m²
Etagenfläche 12 x 10 m
Grundstücksfläche 1'419 m²
Bauzone W50 1'320 m²
Gewässerzone 57 m²
Ufergehölzzone 41 m²
Kubatur – EFH 1'188 m³
Kubatur - Schopf 112 m³
Zimmer 8
Badezimmer 2
Bezug ab nach Vereinbarung

Besichtigungstermine werden mit Finanzierungsbestätigungen durchgeführt."
"1678953530-720","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Porsche Velo Dachträger Befestigung an Dach-Reling","Zürich, 8952, 28.02.2023","250.-","Für 2 Velos mit Grund-Träger. War von Porsche Cayenne, passt event. auf weitere SUV mit Dach-Reling! Befestigung an Dach-Reling, passt auf alle SUV mit Dach-Reling, sofern diese mittig einen Abstand aufweist von ca. 95 bis max. 100 cm!"
"1678953532-721","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=16&query=velos","Elegantes Damenvelo Wheeler 2100, 50.5cm B22/092","Aargau, 5000, 03.03.2023","280.-","Hersteller: Wheeler
Radgrösse: 26 Zoll
Rahmenhöhe: 50.5 cm
Gangzahl: 21

Beschrieb:

Damen-Fahrrad, in Rot für Freizeit, einkaufen oder für Fahrten zum Bahnhof.

Folgende Neu-Teile wurden verbaut:
-V+H Pneu und Schlauch
-V+H Reflektorkleber
-Kette 7er

Alle Velos sind von unseren Fachleuten repariert und geprüft.
HINWEIS: Ein Versand des Velos ist NICHT möglich!
Für Fragen und Beratungen hilft folgende Adresse weiter:

Kontakt: 
Bikes2Go
Bahnhofstrasse 96
5000 Aarau
Tel. 062 823 91 20

Öffnungszeiten:

Montag bis Freitag
08:00 bis 12:00 Uhr 
13:00 bis 17:00 Uhr

Samstag
Geschlossen

Wir freuen uns auf Deinen Besuch.
Bikes2Go Team"
"1678953532-722","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=16&query=velos","Hardtail wenn der Berg ruft, MTB, BMC, B17/329","Aargau, 5000, 03.03.2023","390.-","Hersteller: BMC
Radgrösse: 26 Zoll
Rahmenhöhe: 53 cm
Gangzahl: 24

Beschrieb:

MTB-Fahrrad, in Silber für Freizeit, einkaufen oder für Fahrten zum Bahnhof.

Folgende Neu-Teile wurden verbaut:
-Kette 
-Kassette 
-V+H Pneu und Schlauch
-Lenkergriffe
-Brems- und Gangkabel Set Komplett
-Glocke

Alle Velos sind von unseren Fachleuten repariert und geprüft.
HINWEIS: Ein Versand des Velos ist NICHT möglich!
Für Fragen und Beratungen hilft folgende Adresse weiter:

Kontakt: 
Bikes2Go
Bahnhofstrasse 96
5000 Aarau
Tel. 062 823 91 20

Öffnungszeiten:

Montag bis Freitag
08:00 bis 12:00 Uhr 
13:00 bis 17:00 Uhr

Samstag
Geschlossen

Wir freuen uns auf Deinen Besuch.
Bikes2Go Team"
"1678953532-723","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=16&query=velos","Skoda Dachträger Fahrradträger","Schwyz, 6430, 03.03.2023","80.-","Skoda Dachträger für zwei Velos, kaum gebraucht. Alle Schlüssel vorhanden."
"1678953532-724","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=16&query=velos","Veloträger","St. Gallen, 9630, 03.03.2023","29.-","Veloträger, für Heckklappe, Marke ""Fabri"", für zwei Velos, Breite 120 cm. Muss abgeholt werden."
"1678953532-725","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=16&query=velos","Portabici gancio 2 bici piegabile - Prouser Diamant","Tessin, 6516, 03.03.2023","280.-","Vera occasione
Vendo portabici per gancio di marca leader per due biciclette, con ingombro ridotto piegabile e con doppio connettore elettrico. Telone di copertura,  tutta la documentazione allegata e chiavi di sicurezza per gancio e chiusure biciclette.
Come nuovo, perfettamente funzionante, usato solo una decina di volte.
Vendo perché l'attuale veicolo non ha il gancio. 
Prezzo a nuovo oltre 600.- CHF, solo da ritirare


Echte Okkasion.
Verkaufe Fahrradträger für Anhängerkupplung Pro User Diamant, für 2 Velos, faltbar. Doppel Elektrische Konnektor, Decken, die ganze Dokumentation und Sicherheit Schlüssel für Kopplung und Velo Anschluss.
Wie neu, funktioniert tip top, nur zehn mal ein Tag benutzt.
Verkauf weil das neues Auto keine Anhängerkupplung hat.
NVP über 600 .- CHF, nur abzuholen"
"1678953532-726","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=16&query=velos","NEU: HAERRY Anhänger Kupplung Spezial","St. Gallen, 8640, 03.03.2023","60.-","Neu da er nicht passt!

Artikel Veloplus 315051

Die absolut betriebssichere Haerry-Kupplung wird mit einer Kunststoffschraube exakt auf die Kugel an der Anhängerdeichsel eingestellt. Das Modell mit Platte passt an herkömmliche Velos mit Seitenzugbremsen und wird an den Sattelstreben befestigt. Die Modelle SPEZIAL, KURZ und LANG werden an der Sattelstütze befestigt und passen an Velos mit Mittelzugbremsen und speziellen Rahmenformen. SPEZIAL ist die robusteste Version, auch für Mofas geeignet. Die gekröpfte Version wird dann gebraucht, wenn der Sattel ganz unten ist und eine Sattelstützen-Befestigung nicht möglich ist. Technisch gesehen ist die Sattelstütze der stabilste Ort für die Befestigung der Kupplung. (CH)"
"1678953532-727","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=16&query=velos","Verschiedene Velo zu verkaufen","Aargau, 5722, 03.03.2023","250.-","Verschiedene Velo zu verkaufen. 
Es sind insgesamt 8 Velos. 6 Stk für erwachsene und 2 für Kinder. Sie funktionieren alle 1 - 2 Stk ist die Luft raus."
"1678953532-728","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=16&query=velos","Hausteil/Wohnung 177 m2, in 2-Fam.Haus, Mettendorf TG","Thurgau, 8553, 03.03.2023, auf homegate.ch","1'900.- pro Monat","Nachmieter für eine sehr schöne und grosse Wohnung mit Charme gesucht.
Wohnung liegt auf dem 1.OG und Dachgeschoss in einem Haus mit 2 Parteien.
1.OG: Entrée ca.10 m2, WC/Dusche mit Lavabo und einem Schrank 7.4 m (2016 neu), eigene Waschmaschine, offene Küche Glaskeramikherd und Geschirspüler (2016 neu), Ess- und Wohnbereich ca.36 m2. Terasse mit Blick ins Grüne und auf den Wellenberg.
DG (mit Dachschrägen Höhe bis ca.5m): Vorplatz ca.46 m2, Kinderzimmer ca.23 m2, Elternzimmer ca.50 m2.
Abstellplatz für Velos unter dem Dach, Grundstück hat Platz für einen Trampolin und 3 Parkplätze.
Primarschule 900m, Sekundarschule 3km.
Paradise für Naturliebhaber, Wald, Fluss, Wandern, Velowege.
Ländlich und doch stadtnah, 20 Fahrminuten bis Konstanz und Winterthur, direkte S-Bahn nach Zürich HB und weiter nach Zug,
Einkaufmöglichkeiten in Frauenfeld, 4 Fahrminuten.
1'900 CHF inkl.Nebenkosten."
"1678953532-729","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=16&query=velos","IM HERZEN VON LEUKERBAD","Wallis, 3954, 03.03.2023, auf homegate.ch","199'000.-","Diese nette Wohnung liegt mitten im Herzen von Leukerbad. Sie wurde im Jahre 2021 vollständig renoviert. Die offene Küche bietet  Platz für einen Esstisch für 4 Personen und ist mit Kühlschrank, Ceran-Kochfeld und Geschirrspüler ausgestattet. Der Wohnraum ist hell und hat eine gemütliche Ambiance. Im Schlafzimmer findet sich genügend Platz für ein grosses Doppelbett, Kommoden und einen Kleiderschrank. Die speziell installierte Elektroheizung sorgt für angenehme Temperaturen in der ganzen Wohnung. Eine moderne Dusche mit WC und Lavabo runden diese nette Wohnung ab. Der grosse Estrich ist über eine Zugtreppe zu erreichen und kann bei Bedarf ausgebaut werden.  

Dieses BETTERHOMES-Angebot zeichnet sich durch folgende Vorteile aus:
- im Zentrum von Leukerbad
- komplett renoviert
- gut erreichbar
- gemütliche Atmosphäre
- Sicht auf die Kirchstrasse
- riesiger Estrich
- gemeinsame Waschküche
- Platz für Skis oder Velos
- ausbaufähig
- und, und, und ...


Interessiert? Kontaktieren Sie uns für eine unverbindliche Besichtigung – auch Online-Besichtigung möglich!

Nichts Passendes gefunden? Über 2'200 weitere Angebote unter: - der Immobilienfairmittler®

Selber eine Immobilie zu vermarkten?
Profitieren Sie von unserem Know-how: möchten eine Immobilie schätzen lassen?
Erfahren Sie jetzt ihren Wert über unsere Gratis-Schätzung, sofort und unverbindlich!
Details
Lage: Zentrum von Leukerbad / direkt beim Dorfplatz / direkt neben der Alpentherme
Zustand: 2021 komplett renoviert


Bäder / Nasszellen: 1 ( 1 x Dusche / WC / Lavabo)
Heizsystem: elekrtisch
Öffentliche Verkehrsmittel: Bus, 200m
Schulen: Primarschule / Kindergarten / Swiss International Boarding School, 500m
Geschäfte: Primomarkt / Sportartikel, 50m / Bäckerei Tea-Room / Alpentherme, 100m"
"1678953532-730","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=16&query=velos","RESERVIERT","Aargau, 8967, 02.03.2023, auf homegate.ch","720'000.-","Dieser Rohdiamant inmitten des ""Lehnisdörfli"" wird Sie begeistern. 

Für Familien, Paare und Singles gebaut, mit dem Spielplatz vor der Haustüre und grossem Pool für eine gelungene Abkühlung, bietet die perfekte Lage den Grundstein für Ihr neues Zuhause.

Im Vorraum neben dem Eingang lässt sich alles nicht täglich Benötigte optimal verstauen und es gibt auch genügend Platz für Velos und Ähnliches. Folgen Sie nun der Treppe nach unten in Ihr neues Zuhause, werden Sie von der gemütlichen Essecke mit Sicht ins Atrium begrüsst. An der praktischen Küche vorbei, gelangen Sie in das lichtdurchflutete Wohnzimmer mit direktem Zugang in das sonnenverwöhnte Gartenparadies.  
Im ersten OG werden Sie von Ihrem neuen Schlafgemach begeistert sein. Richten Sie sich ein und gestalten Sie auf Wunsch aus einem Zimmer zwei. Das gegenüberliegende Kinderparadies lässt keine Wünsche offen und ermöglicht es Ihnen, Ihre Ideen umzusetzen. Der moderne Wellnessbereich mit Wanne ergänzt das Raumangebot auf dieser Etage optimal. Selbstverständlich darf eine Gästetoilette in diesem Wohntraum nicht fehlen und sie vervollständigt somit die Wunschliste für eine solche Liegenschaft.

Dieses ImmoSky Angebot bietet Ihnen folgende ""Mehr Leistung""
+ Grosszügiger Gartenbereich sowie ein Atrium mit Hochbeet
+ Praktisches Reduit beim Eingang
+ Küche mit Übersicht
+ Gemütliche Schlaf- und Arbeitsräume mit mit bodentiefen Fenstern
+ Zeitloser Wellnessbereich
+ Gästetoilette im EG
+ Abenteuerspielplatz und Gemeinschaftspool

Selbstverständlich kann bei diesem Schmuckstück auch ein Parkplatz in der Tiefgarage für zzgl. CHF 30'000.- dazu erworben werden.

Gerne zeigen wir Ihnen diesen Familientraum vor Ort und freuen uns auf Ihren Anruf."
